session_id,perfil_usuario,tipo_dispositivo,dia_semana,faixa_horaria,origem_acesso,objetivo_sessao,pageviews,tempo_busca_segundos,tempo_leitura_segundos,tempo_total_segundos,usou_busca,clicou_comunicado,clicou_link_operacional,sucesso_encontrou_o_que_queria,tipo_conteudo_principal,numero_interacoes,proporcao_tempo_leitura,abandono_rapido
2026,Tecnico,desktop,quinta,06-08,home_direta,buscar_documento,3,79.45,18.79,101.84,1,0,1,1,Document,5,0.1845,0
2027,Operacional,desktop,quinta,08-11,busca_interna,buscar_documento,1,269.71,67.43,347.47,1,0,0,1,Document,2,0.1941,0
2028,Administrativo,desktop,quinta,06-08,home_direta,ler_comunicado,3,6.67,40.11,82.3,0,1,0,0,News Post,4,0.4874,0
2029,Operacional,desktop,quarta,17-20,link_email,buscar_sistema,5,19.94,35.29,62.39,0,0,1,1,Site Page,6,0.5656,0
2030,Pesquisador,mobile_app,sabado,11-14,atalho_sistema,acompanhar_noticias,4,7.42,83.98,103.84,0,1,0,0,News Post,5,0.8087,0
2031,Tecnico,desktop,quinta,08-11,atalho_sistema,buscar_sistema,2,7.77,53.83,66.54,0,0,0,1,Site Page,2,0.809,0
2032,Administrativo,desktop,quarta,17-20,home_direta,acompanhar_noticias,3,12.01,79.22,95.43,0,1,0,1,News Post,4,0.8301,0
2033,Operacional,desktop,sexta,08-11,home_direta,buscar_sistema,8,31.18,10.66,63.03,0,0,1,1,Site Page,9,0.1691,0
2034,Pesquisador,desktop,quarta,14-17,atalho_sistema,ler_comunicado,5,7.27,44.23,63.83,0,1,0,1,News Post,6,0.6929,0
2035,Tecnico,desktop,quinta,08-11,link_email,acompanhar_noticias,4,21.08,34.53,68.52,0,1,0,1,News Post,5,0.5039,0
2036,Tecnico,desktop,quarta,14-17,busca_interna,buscar_pessoa,4,22.63,46.84,80.82,1,0,0,0,Site Page,5,0.5796,0
2037,Pesquisador,desktop,quarta,14-17,home_direta,buscar_sistema,4,14.04,14.65,36.73,0,0,1,1,Site Page,5,0.3989,0
2038,Operacional,mobile_app,domingo,14-17,link_email,buscar_documento,2,32.86,49.26,103.7,0,0,0,1,Document,2,0.475,0
2039,Administrativo,mobile_web,terca,08-11,home_direta,ler_comunicado,2,6.56,19.22,46.4,0,1,0,1,News Post,3,0.4142,0
2040,Pesquisador,desktop,quarta,08-11,atalho_sistema,acompanhar_noticias,2,8.45,29.74,74.39,0,1,0,0,News Post,3,0.3998,0
2041,Administrativo,desktop,quinta,08-11,home_direta,acompanhar_noticias,3,17.34,145.59,169.6,0,1,0,1,News Post,4,0.8584,0
2042,Operacional,desktop,terca,17-20,atalho_sistema,buscar_pessoa,3,65.29,23.8,92.51,1,0,0,0,Site Page,4,0.2573,0
2043,Operacional,desktop,quarta,14-17,busca_interna,buscar_sistema,1,75.71,22.59,110.89,1,0,1,1,Site Page,3,0.2037,0
2044,Administrativo,desktop,segunda,11-14,home_direta,ler_comunicado,4,12.2,103.47,119.09,0,1,0,1,News Post,5,0.8688,0
2045,Administrativo,desktop,quinta,11-14,home_direta,buscar_sistema,3,42.38,38.26,97.83,0,0,1,1,Site Page,4,0.3911,0
2046,Operacional,desktop,quinta,06-08,busca_interna,buscar_documento,3,34.15,24.84,72.13,1,0,0,1,Document,4,0.3444,0
2047,Administrativo,desktop,quarta,20-06,atalho_sistema,ler_comunicado,2,5.69,98.67,121.03,0,1,0,1,News Post,3,0.8153,0
2048,Pesquisador,desktop,quarta,11-14,busca_interna,buscar_documento,3,32.09,31.28,83.02,1,0,0,0,Document,4,0.3768,0
2049,Pesquisador,desktop,domingo,08-11,link_email,buscar_documento,1,30.27,53.37,98.38,1,0,0,1,Document,2,0.5425,0
2050,Pesquisador,desktop,sexta,14-17,home_direta,buscar_sistema,7,23.27,44.92,85.53,0,0,0,1,Site Page,7,0.5252,0
2051,Tecnico,desktop,segunda,08-11,busca_interna,buscar_documento,4,29.66,30.7,90.34,1,0,1,1,Document,6,0.3398,0
2052,Pesquisador,desktop,terca,14-17,busca_interna,buscar_sistema,1,39.84,30.6,75.46,1,0,1,1,Site Page,3,0.4055,0
2053,Tecnico,desktop,sabado,08-11,home_direta,ler_comunicado,4,6.74,40.85,84.63,0,1,0,0,News Post,5,0.4827,0
2054,Administrativo,desktop,sexta,08-11,atalho_sistema,buscar_documento,2,26.68,30.96,59.47,0,0,1,1,Document,3,0.5206,0
2055,Tecnico,desktop,segunda,14-17,home_direta,ler_comunicado,3,8.3,147.66,182.48,0,0,0,1,News Post,3,0.8092,0
2056,Pesquisador,desktop,quinta,11-14,home_direta,buscar_documento,3,59.24,36.23,128.44,1,0,0,1,Document,4,0.2821,0
2057,Pesquisador,desktop,quarta,06-08,busca_interna,buscar_documento,1,60.75,14.15,92.97,1,0,0,1,Document,2,0.1522,0
2058,Pesquisador,desktop,segunda,14-17,home_direta,buscar_sistema,4,38.96,30.44,78.38,0,0,0,0,Site Page,4,0.3884,0
2059,Pesquisador,desktop,domingo,11-14,busca_interna,buscar_documento,1,27.9,14.63,51.0,1,0,1,1,Document,3,0.2869,0
2060,Pesquisador,desktop,terca,08-11,atalho_sistema,buscar_sistema,4,52.62,17.36,88.49,0,0,1,1,Site Page,5,0.1962,0
2061,Administrativo,desktop,quinta,06-08,home_direta,acompanhar_noticias,4,12.11,35.35,68.13,0,1,0,0,News Post,5,0.5189,0
2062,Pesquisador,desktop,sabado,14-17,busca_interna,buscar_documento,3,32.23,26.14,70.87,1,0,0,0,Document,4,0.3688,0
2063,Tecnico,desktop,terca,17-20,link_email,buscar_sistema,4,23.77,30.91,68.01,0,0,0,0,Site Page,4,0.4545,0
2064,Operacional,desktop,sabado,06-08,home_direta,acompanhar_noticias,3,10.33,43.83,70.89,0,1,0,1,News Post,4,0.6183,0
2065,Administrativo,desktop,sabado,11-14,home_direta,buscar_sistema,4,75.49,44.67,139.87,0,0,1,1,Site Page,5,0.3194,0
2066,Administrativo,desktop,quinta,08-11,atalho_sistema,buscar_sistema,3,20.32,34.07,69.57,0,0,0,0,Site Page,3,0.4897,0
2067,Operacional,desktop,terca,14-17,busca_interna,buscar_pessoa,2,79.11,14.32,134.65,1,0,0,1,Site Page,3,0.1063,0
2068,Tecnico,desktop,terca,08-11,link_email,buscar_sistema,4,56.58,55.12,120.47,0,0,0,1,Site Page,4,0.4575,0
2069,Pesquisador,desktop,terca,08-11,link_email,acompanhar_noticias,4,9.64,54.26,64.88,0,1,0,1,News Post,5,0.8363,0
2070,Pesquisador,desktop,terca,06-08,home_direta,acompanhar_noticias,3,17.96,156.73,188.8,0,1,0,1,News Post,4,0.8301,0
2071,Operacional,desktop,sexta,08-11,atalho_sistema,ler_comunicado,5,22.9,56.96,102.42,0,1,0,1,News Post,6,0.5561,0
2072,Pesquisador,desktop,quinta,08-11,home_direta,buscar_documento,2,74.84,20.48,118.21,1,0,1,1,Document,4,0.1733,0
2073,Administrativo,desktop,quinta,08-11,busca_interna,buscar_pessoa,1,55.95,47.5,121.4,1,0,0,1,Site Page,2,0.3913,0
2074,Tecnico,mobile_web,segunda,17-20,atalho_sistema,buscar_sistema,2,25.17,15.71,53.07,0,0,1,1,Site Page,3,0.296,0
2075,Administrativo,desktop,quinta,08-11,atalho_sistema,buscar_sistema,4,14.65,11.12,35.85,0,0,0,1,Site Page,4,0.3102,0
2076,Tecnico,desktop,quinta,08-11,home_direta,acompanhar_noticias,4,12.01,16.92,37.69,0,1,0,1,News Post,5,0.4489,0
2077,Pesquisador,desktop,sexta,08-11,atalho_sistema,buscar_documento,2,91.2,21.01,123.5,1,0,1,0,Document,4,0.1701,0
2078,Administrativo,desktop,quinta,08-11,atalho_sistema,buscar_sistema,5,13.53,36.78,85.51,0,0,1,1,Site Page,6,0.4301,0
2079,Administrativo,desktop,quarta,14-17,atalho_sistema,buscar_documento,1,24.0,39.14,72.73,1,0,1,1,Document,3,0.5382,0
2080,Administrativo,desktop,quarta,08-11,atalho_sistema,buscar_documento,3,15.24,9.76,43.57,0,0,1,1,Document,4,0.224,0
2081,Tecnico,desktop,terca,08-11,busca_interna,buscar_documento,3,45.33,18.13,76.32,1,0,1,0,Document,5,0.2376,0
2082,Tecnico,mobile_web,segunda,08-11,atalho_sistema,buscar_sistema,2,20.04,17.39,53.27,0,0,1,1,Site Page,3,0.3265,0
2083,Pesquisador,desktop,terca,20-06,home_direta,ler_comunicado,3,7.21,58.81,70.73,0,0,0,0,News Post,3,0.8315,0
2084,Administrativo,desktop,quinta,14-17,busca_interna,buscar_pessoa,2,59.72,49.96,130.73,1,0,0,1,Site Page,3,0.3822,0
2085,Operacional,desktop,quarta,08-11,link_email,ler_comunicado,7,9.45,29.63,40.66,0,1,0,1,News Post,8,0.7287,0
2086,Pesquisador,desktop,sexta,08-11,link_email,buscar_documento,1,23.74,26.6,61.47,0,0,0,1,Document,1,0.4327,0
2087,Tecnico,desktop,domingo,06-08,home_direta,buscar_sistema,3,26.16,9.22,41.43,0,0,0,1,Site Page,3,0.2225,0
2088,Tecnico,desktop,sabado,14-17,atalho_sistema,buscar_sistema,3,26.77,14.0,60.25,0,0,1,1,Site Page,4,0.2324,0
2089,Administrativo,desktop,quinta,14-17,atalho_sistema,buscar_sistema,3,11.92,15.29,41.9,0,0,1,1,Site Page,4,0.3649,0
2090,Administrativo,desktop,segunda,11-14,atalho_sistema,ler_comunicado,4,3.56,130.25,149.12,0,1,0,1,News Post,5,0.8735,0
2091,Tecnico,desktop,domingo,08-11,busca_interna,buscar_sistema,7,39.42,30.83,101.25,1,0,0,0,Site Page,8,0.3045,0
2092,Pesquisador,desktop,sexta,20-06,atalho_sistema,buscar_documento,5,58.06,5.4,75.15,1,0,1,1,Document,7,0.0719,0
2093,Pesquisador,desktop,quinta,20-06,busca_interna,buscar_documento,2,144.62,25.97,209.56,1,0,1,1,Document,4,0.1239,0
2094,Pesquisador,desktop,segunda,06-08,atalho_sistema,buscar_sistema,2,19.0,47.31,71.86,0,0,0,1,Site Page,2,0.6584,0
2095,Pesquisador,desktop,terca,08-11,busca_interna,buscar_documento,1,53.63,40.92,112.66,1,0,0,1,Document,2,0.3632,0
2096,Pesquisador,desktop,quarta,08-11,link_email,acompanhar_noticias,3,7.02,76.72,87.95,0,1,0,1,News Post,4,0.8723,0
2097,Pesquisador,desktop,segunda,14-17,link_email,acompanhar_noticias,1,12.65,59.91,78.0,0,0,0,1,News Post,1,0.7681,0
2098,Administrativo,desktop,segunda,08-11,home_direta,ler_comunicado,3,8.65,71.2,90.93,0,0,0,1,News Post,3,0.783,0
2099,Pesquisador,desktop,sexta,08-11,link_email,ler_comunicado,9,9.99,33.25,50.37,0,1,0,1,News Post,10,0.6601,0
2100,Pesquisador,desktop,sabado,17-20,busca_interna,buscar_documento,4,168.99,17.12,217.23,1,0,0,1,Document,5,0.0788,0
2101,Operacional,desktop,sexta,06-08,busca_interna,buscar_sistema,4,39.02,26.71,80.75,1,0,1,1,Site Page,6,0.3308,0
2102,Operacional,desktop,quarta,08-11,home_direta,buscar_sistema,1,78.22,28.65,123.52,0,0,1,1,Site Page,2,0.2319,0
2103,Administrativo,desktop,quinta,14-17,busca_interna,buscar_documento,3,74.98,24.96,103.45,1,0,0,1,Document,4,0.2413,0
2104,Administrativo,desktop,quinta,11-14,busca_interna,buscar_documento,2,32.59,37.45,95.85,1,0,1,1,Document,4,0.3907,0
2105,Pesquisador,desktop,terca,06-08,atalho_sistema,ler_comunicado,2,6.9,26.55,69.03,0,1,0,1,News Post,3,0.3846,0
2106,Operacional,desktop,quarta,08-11,busca_interna,buscar_documento,5,40.43,37.25,106.36,1,0,1,1,Document,7,0.3502,0
2107,Operacional,desktop,segunda,20-06,busca_interna,buscar_documento,1,32.3,33.93,87.78,1,0,0,1,Document,2,0.3865,0
2108,Operacional,desktop,terca,08-11,atalho_sistema,buscar_sistema,3,22.08,15.37,57.33,0,0,1,1,Site Page,4,0.2681,0
2109,Administrativo,desktop,terca,08-11,home_direta,buscar_documento,3,6.69,20.33,35.57,0,0,0,0,Document,3,0.5715,1
2110,Pesquisador,desktop,terca,11-14,link_email,acompanhar_noticias,9,5.87,158.99,166.68,0,1,0,0,News Post,10,0.9539,0
2111,Pesquisador,desktop,sexta,06-08,busca_interna,buscar_documento,4,54.28,9.15,75.0,1,0,0,1,Document,5,0.122,0
2112,Operacional,desktop,domingo,17-20,atalho_sistema,buscar_sistema,3,17.05,45.24,75.11,0,0,1,0,Site Page,4,0.6023,0
2113,Tecnico,desktop,domingo,17-20,home_direta,buscar_documento,1,7.68,26.64,66.31,0,0,0,1,Document,1,0.4017,0
2114,Tecnico,desktop,quarta,08-11,busca_interna,buscar_sistema,7,28.2,36.81,70.0,1,0,0,0,Site Page,8,0.5259,0
2115,Tecnico,desktop,segunda,14-17,atalho_sistema,buscar_sistema,5,21.53,19.82,54.12,0,0,0,1,Site Page,5,0.3662,0
2116,Pesquisador,desktop,quinta,11-14,busca_interna,buscar_documento,2,78.78,23.3,106.08,1,0,0,1,Document,3,0.2196,0
2117,Tecnico,desktop,segunda,08-11,home_direta,acompanhar_noticias,3,9.82,40.52,81.55,0,1,0,0,News Post,4,0.4969,0
2118,Pesquisador,desktop,terca,08-11,busca_interna,buscar_documento,4,90.08,4.93,104.76,1,0,0,0,Document,5,0.0471,0
2119,Pesquisador,desktop,quarta,08-11,busca_interna,buscar_documento,1,34.42,24.79,81.09,1,0,1,1,Document,3,0.3057,0
2120,Tecnico,desktop,terca,11-14,atalho_sistema,buscar_pessoa,2,14.84,31.91,52.63,0,0,0,1,Site Page,2,0.6063,0
2121,Pesquisador,desktop,sexta,08-11,atalho_sistema,buscar_sistema,7,14.5,29.99,74.84,0,0,1,1,Site Page,8,0.4007,0
2122,Pesquisador,desktop,terca,08-11,busca_interna,buscar_documento,5,49.73,72.15,136.48,1,0,1,1,Document,7,0.5286,0
2123,Pesquisador,desktop,segunda,17-20,busca_interna,buscar_documento,2,39.98,9.38,52.78,1,0,1,0,Document,4,0.1777,0
2124,Pesquisador,desktop,domingo,11-14,home_direta,ler_comunicado,1,4.63,111.18,133.17,0,0,0,1,News Post,1,0.8349,0
2125,Operacional,desktop,quarta,14-17,link_email,acompanhar_noticias,1,10.8,46.53,74.07,0,1,0,1,News Post,2,0.6282,0
2126,Administrativo,desktop,quarta,11-14,home_direta,buscar_pessoa,2,21.12,27.99,129.71,0,0,0,1,Site Page,2,0.2158,0
2127,Pesquisador,desktop,segunda,08-11,busca_interna,buscar_documento,3,72.64,40.6,140.4,1,0,1,1,Document,5,0.2892,0
2128,Operacional,desktop,sabado,08-11,home_direta,acompanhar_noticias,3,7.22,40.86,57.55,0,0,0,0,News Post,3,0.71,0
2129,Administrativo,desktop,terca,08-11,atalho_sistema,buscar_sistema,2,18.18,15.7,64.76,0,0,0,0,Site Page,2,0.2424,0
2130,Pesquisador,desktop,terca,08-11,home_direta,acompanhar_noticias,2,6.71,45.69,71.28,0,0,0,1,News Post,2,0.641,0
2131,Pesquisador,desktop,sexta,08-11,home_direta,ler_comunicado,5,12.31,99.24,135.49,0,1,0,1,News Post,6,0.7325,0
2132,Tecnico,desktop,terca,08-11,home_direta,buscar_sistema,3,33.71,17.0,55.52,0,0,0,1,Site Page,3,0.3062,0
2133,Tecnico,desktop,sexta,17-20,busca_interna,buscar_pessoa,3,18.73,19.77,43.19,1,0,0,1,Site Page,4,0.4577,0
2134,Administrativo,desktop,quarta,14-17,atalho_sistema,buscar_sistema,3,9.5,9.56,28.5,0,0,1,1,Site Page,4,0.3354,0
2135,Tecnico,desktop,sexta,11-14,home_direta,acompanhar_noticias,4,15.71,59.07,80.37,0,1,0,1,News Post,5,0.735,0
2136,Operacional,desktop,quinta,08-11,atalho_sistema,ler_comunicado,3,14.76,83.26,106.48,0,1,0,1,News Post,4,0.7819,0
2137,Tecnico,desktop,quinta,08-11,atalho_sistema,buscar_sistema,4,20.36,21.61,67.61,0,0,0,0,Site Page,4,0.3196,0
2138,Pesquisador,desktop,terca,08-11,home_direta,ler_comunicado,5,8.58,29.07,56.09,0,1,0,1,News Post,6,0.5183,0
2139,Pesquisador,desktop,sexta,08-11,atalho_sistema,buscar_sistema,2,64.54,30.51,121.39,0,0,1,1,Site Page,3,0.2513,0
2140,Tecnico,desktop,terca,08-11,atalho_sistema,buscar_documento,3,35.82,12.77,62.91,1,0,1,1,Document,5,0.203,0
2141,Pesquisador,desktop,sexta,14-17,home_direta,ler_comunicado,6,4.46,105.89,120.72,0,1,0,1,News Post,7,0.8772,0
2142,Tecnico,desktop,domingo,06-08,atalho_sistema,buscar_sistema,1,22.37,21.47,67.96,0,0,0,1,Site Page,1,0.3159,0
2143,Administrativo,desktop,terca,08-11,link_email,acompanhar_noticias,2,10.04,66.18,82.01,0,0,0,1,News Post,2,0.807,0
2144,Pesquisador,desktop,quarta,08-11,atalho_sistema,buscar_documento,2,47.69,8.91,62.78,1,0,1,0,Document,4,0.1419,0
2145,Tecnico,desktop,terca,11-14,busca_interna,buscar_documento,1,45.24,11.15,70.59,1,0,1,1,Document,3,0.158,0
2146,Pesquisador,desktop,terca,11-14,home_direta,acompanhar_noticias,1,18.18,50.42,113.05,0,1,0,1,News Post,2,0.446,0
2147,Administrativo,desktop,quinta,14-17,atalho_sistema,buscar_sistema,4,20.07,26.38,68.15,0,0,1,1,Site Page,5,0.3871,0
2148,Tecnico,desktop,segunda,08-11,link_email,buscar_pessoa,1,36.16,22.93,77.53,1,0,0,0,Site Page,2,0.2958,0
2149,Operacional,desktop,sexta,08-11,atalho_sistema,buscar_sistema,6,102.5,26.66,129.98,0,0,1,1,Site Page,7,0.2051,0
2150,Pesquisador,desktop,segunda,08-11,link_email,buscar_documento,5,43.0,21.57,69.42,1,0,1,0,Document,7,0.3107,0
2151,Operacional,desktop,terca,08-11,atalho_sistema,acompanhar_noticias,5,7.84,52.32,100.85,0,0,0,1,News Post,5,0.5188,0
2152,Tecnico,desktop,sexta,14-17,atalho_sistema,buscar_documento,2,12.74,33.05,91.12,0,0,1,1,Document,3,0.3627,0
2153,Pesquisador,desktop,terca,08-11,home_direta,ler_comunicado,5,8.81,84.98,115.12,0,0,0,1,News Post,5,0.7382,0
2154,Operacional,desktop,quarta,08-11,home_direta,acompanhar_noticias,2,10.08,45.26,66.23,0,1,0,1,News Post,3,0.6834,0
2155,Administrativo,desktop,sexta,20-06,home_direta,ler_comunicado,3,9.86,174.67,188.16,0,1,0,1,News Post,4,0.9283,0
2156,Operacional,desktop,quinta,11-14,home_direta,ler_comunicado,5,9.79,104.52,126.14,0,0,0,0,News Post,5,0.8286,0
2157,Pesquisador,desktop,quarta,08-11,link_email,acompanhar_noticias,4,8.54,36.85,55.76,0,1,0,1,News Post,5,0.6609,0
2158,Pesquisador,desktop,quinta,14-17,home_direta,buscar_pessoa,2,17.48,17.26,63.25,0,0,0,1,Site Page,2,0.2729,0
2159,Administrativo,desktop,quinta,17-20,busca_interna,ler_comunicado,5,30.03,71.24,131.95,1,0,0,1,News Post,6,0.5399,0
2160,Operacional,desktop,sabado,14-17,atalho_sistema,buscar_pessoa,1,17.04,16.22,43.5,0,0,0,1,Site Page,1,0.3729,0
2161,Pesquisador,desktop,sabado,14-17,link_email,acompanhar_noticias,6,11.63,57.88,78.55,0,0,0,1,News Post,6,0.7369,0
2162,Pesquisador,desktop,quarta,14-17,link_email,ler_comunicado,4,6.52,101.75,130.87,0,1,0,1,News Post,5,0.7775,0
2163,Pesquisador,desktop,segunda,08-11,busca_interna,buscar_documento,4,43.0,37.38,89.22,1,0,1,1,Document,6,0.419,0
2164,Pesquisador,desktop,quinta,14-17,link_email,acompanhar_noticias,8,9.21,234.13,273.62,0,1,0,1,News Post,9,0.8557,0
2165,Pesquisador,desktop,quarta,17-20,atalho_sistema,ler_comunicado,7,15.05,113.87,140.44,0,1,0,1,News Post,8,0.8108,0
2166,Administrativo,desktop,quarta,20-06,atalho_sistema,buscar_sistema,5,21.06,43.1,101.71,0,0,1,1,Site Page,6,0.4238,0
2167,Pesquisador,desktop,domingo,06-08,busca_interna,buscar_documento,2,20.89,12.59,40.29,1,0,0,0,Document,3,0.3125,1
2168,Administrativo,desktop,segunda,06-08,home_direta,acompanhar_noticias,7,9.49,43.33,84.45,0,1,0,1,News Post,8,0.5131,0
2169,Administrativo,desktop,quarta,08-11,busca_interna,buscar_documento,2,60.43,44.94,123.2,1,0,0,1,Document,3,0.3648,0
2170,Operacional,desktop,quarta,08-11,atalho_sistema,buscar_documento,3,95.44,39.51,138.54,1,0,0,0,Document,4,0.2852,0
2171,Tecnico,desktop,sabado,11-14,atalho_sistema,acompanhar_noticias,3,20.46,50.0,80.07,0,0,0,1,News Post,3,0.6245,0
2172,Tecnico,desktop,segunda,08-11,home_direta,buscar_documento,3,9.07,63.97,108.5,0,0,0,0,Document,3,0.5896,0
2173,Administrativo,desktop,quinta,20-06,link_email,acompanhar_noticias,2,13.84,27.94,58.39,0,0,0,1,News Post,2,0.4785,0
2174,Tecnico,desktop,quinta,08-11,busca_interna,ler_comunicado,2,28.82,106.26,162.11,1,1,0,1,News Post,4,0.6555,0
2175,Administrativo,desktop,quarta,08-11,home_direta,ler_comunicado,9,13.9,119.8,162.17,0,1,0,1,News Post,10,0.7387,0
2176,Administrativo,desktop,terca,14-17,home_direta,buscar_sistema,7,15.09,20.61,50.63,0,0,0,1,Site Page,7,0.4071,0
2177,Administrativo,desktop,sexta,08-11,atalho_sistema,buscar_sistema,1,28.83,20.67,71.48,0,0,0,1,Site Page,1,0.2892,0
2178,Operacional,desktop,quinta,20-06,atalho_sistema,buscar_sistema,3,18.58,8.21,60.73,0,0,1,1,Site Page,4,0.1352,0
2179,Operacional,desktop,terca,11-14,home_direta,buscar_documento,3,115.48,9.6,154.08,1,0,0,1,Document,4,0.0623,0
2180,Tecnico,desktop,quinta,17-20,busca_interna,buscar_pessoa,1,66.36,23.38,102.84,1,0,0,0,Site Page,2,0.2273,0
2181,Tecnico,desktop,terca,08-11,home_direta,acompanhar_noticias,2,12.7,18.8,48.96,0,0,0,1,News Post,2,0.384,0
2182,Pesquisador,desktop,quarta,08-11,link_email,ler_comunicado,2,10.04,186.22,229.18,0,1,0,1,News Post,3,0.8125,0
2183,Pesquisador,desktop,quinta,14-17,link_email,acompanhar_noticias,7,9.41,69.56,84.4,0,0,0,1,News Post,7,0.8242,0
2184,Tecnico,desktop,sabado,17-20,atalho_sistema,buscar_pessoa,3,58.24,48.68,130.19,0,0,0,1,Site Page,3,0.3739,0
2185,Administrativo,desktop,sexta,06-08,atalho_sistema,acompanhar_noticias,4,19.91,36.44,57.47,0,1,0,1,News Post,5,0.6341,0
2186,Administrativo,desktop,quarta,08-11,atalho_sistema,buscar_sistema,6,31.68,12.33,91.2,0,0,1,1,Site Page,7,0.1352,0
2187,Pesquisador,desktop,segunda,11-14,busca_interna,buscar_documento,1,58.1,11.26,73.39,1,0,1,1,Document,3,0.1534,0
2188,Pesquisador,desktop,quinta,08-11,atalho_sistema,buscar_sistema,1,36.78,55.99,120.53,0,0,1,1,Site Page,2,0.4645,0
2189,Administrativo,desktop,segunda,08-11,home_direta,ler_comunicado,11,13.97,76.71,108.78,0,1,0,1,News Post,12,0.7052,0
2190,Administrativo,desktop,sexta,17-20,atalho_sistema,buscar_sistema,5,11.69,49.28,75.08,0,0,1,1,Site Page,6,0.6564,0
2191,Tecnico,desktop,sexta,11-14,home_direta,acompanhar_noticias,5,4.28,196.35,210.44,0,0,0,1,News Post,5,0.933,0
2192,Administrativo,desktop,quinta,11-14,atalho_sistema,buscar_sistema,1,13.0,18.91,34.72,0,0,1,0,Site Page,2,0.5446,1
2193,Pesquisador,desktop,sexta,08-11,home_direta,ler_comunicado,4,10.29,25.32,49.36,0,1,0,1,News Post,5,0.513,0
2194,Pesquisador,desktop,segunda,06-08,home_direta,ler_comunicado,3,15.65,124.68,170.54,0,0,0,1,News Post,3,0.7311,0
2195,Operacional,desktop,quinta,06-08,busca_interna,buscar_pessoa,3,110.55,26.43,152.79,1,0,0,1,Site Page,4,0.173,0
2196,Administrativo,desktop,quinta,08-11,atalho_sistema,buscar_pessoa,3,61.98,23.27,106.89,0,0,0,1,Site Page,3,0.2177,0
2197,Tecnico,desktop,quinta,14-17,atalho_sistema,buscar_sistema,3,39.01,24.31,72.64,0,0,1,1,Site Page,4,0.3347,0
2198,Pesquisador,desktop,segunda,17-20,home_direta,buscar_sistema,3,53.16,22.45,80.77,0,0,1,0,Site Page,4,0.2779,0
2199,Administrativo,desktop,terca,17-20,atalho_sistema,buscar_documento,1,109.39,6.56,126.13,1,0,1,1,Document,3,0.052,0
2200,Administrativo,desktop,segunda,08-11,home_direta,buscar_pessoa,2,21.69,21.16,74.37,0,0,0,1,Site Page,2,0.2845,0
2201,Administrativo,desktop,terca,17-20,busca_interna,buscar_documento,1,49.98,75.91,135.48,1,0,0,1,Document,2,0.5603,0
2202,Pesquisador,desktop,quinta,14-17,atalho_sistema,buscar_sistema,3,17.41,6.37,37.49,0,0,0,1,Site Page,3,0.1699,0
2203,Operacional,desktop,quarta,06-08,home_direta,acompanhar_noticias,8,9.97,29.57,52.64,0,1,0,1,News Post,9,0.5617,0
2204,Pesquisador,desktop,quinta,11-14,busca_interna,buscar_documento,1,46.5,8.64,61.34,1,0,0,1,Document,2,0.1409,0
2205,Administrativo,desktop,terca,11-14,atalho_sistema,buscar_sistema,1,25.72,15.3,64.92,0,0,0,0,Site Page,1,0.2357,0
2206,Pesquisador,desktop,sexta,08-11,home_direta,acompanhar_noticias,3,5.76,75.84,129.35,0,1,0,1,News Post,4,0.5863,0
2207,Operacional,desktop,quarta,08-11,busca_interna,buscar_documento,2,57.25,17.42,106.79,1,0,1,1,Document,4,0.1631,0
2208,Administrativo,desktop,segunda,06-08,home_direta,buscar_sistema,2,23.55,26.69,69.65,0,0,1,1,Site Page,3,0.3832,0
2209,Tecnico,desktop,segunda,08-11,link_email,acompanhar_noticias,2,9.12,45.05,62.94,0,1,0,1,News Post,3,0.7158,0
2210,Administrativo,desktop,segunda,11-14,busca_interna,buscar_sistema,4,228.38,29.96,274.47,1,0,0,0,Site Page,5,0.1092,0
2211,Operacional,desktop,sexta,08-11,home_direta,acompanhar_noticias,1,20.22,55.17,82.9,0,1,0,1,News Post,2,0.6655,0
2212,Operacional,desktop,quinta,08-11,atalho_sistema,buscar_sistema,1,14.28,21.18,41.55,0,0,1,1,Site Page,2,0.5097,0
2213,Pesquisador,desktop,sabado,08-11,link_email,buscar_sistema,4,38.19,27.9,91.76,0,0,1,1,Site Page,5,0.3041,0
2214,Administrativo,desktop,quarta,08-11,atalho_sistema,buscar_sistema,3,57.5,25.54,93.13,0,0,1,1,Site Page,4,0.2742,0
2215,Tecnico,desktop,quinta,08-11,busca_interna,buscar_documento,2,20.83,18.82,41.2,1,0,1,1,Document,4,0.4568,0
2216,Tecnico,desktop,quarta,08-11,busca_interna,buscar_documento,2,33.01,3.37,57.49,1,0,1,1,Document,4,0.0586,0
2217,Pesquisador,desktop,quinta,14-17,home_direta,buscar_documento,2,23.01,16.8,42.67,0,0,0,0,Document,2,0.3937,1
2218,Operacional,desktop,quarta,08-11,home_direta,acompanhar_noticias,2,13.26,39.2,59.01,0,1,0,1,News Post,3,0.6643,0
2219,Pesquisador,desktop,terca,11-14,home_direta,ler_comunicado,1,7.95,31.38,54.06,0,1,0,1,News Post,2,0.5805,0
2220,Administrativo,desktop,quarta,14-17,atalho_sistema,ler_comunicado,9,9.78,75.53,107.06,0,1,0,1,News Post,10,0.7055,0
2221,Pesquisador,desktop,segunda,11-14,home_direta,buscar_pessoa,1,84.64,8.99,103.68,1,0,0,0,Site Page,2,0.0867,0
